View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
Radio,CM,0,1,SingleQuestion,You decided to buy software testing servers for your IT project on rent. The rent is $500 per month and you need servers only 6 months. What type of cost is this?,,,[Qno: PML_180] >> Every month you need to pay (fixed amount) $760 till the project completes (28 months). It is direction cost to the project. Cost does not fluctuate from month to month.,,,,
,,,,,,,Indirect costs,,,,,
,,,,,,1,Variable costs,,,,,
,,,,,,,Parametric costs,,,,,
,,,,,,,Fixed costs,,,,,
Radio,CM,0,1,SingleQuestion,What are the components of CPI formula,,,"[Qno: PML_184] >> ACWP- Actual cost of work performed (AC), BCWP- Budgeted cost of work performed (EV) are part of CPI",,,,
,,,,,,,"PV, EV",,,,,
,,,,,,,"AC, PV",,,,,
,,,,,,,"AC, BCWS",,,,,
,,,,,,1,"ACWP, BCWP",,,,,
Radio,CM,0,1,SingleQuestion,"You are the project manager for Xi Inc. After completing your analysis you are recommending a project that costs $300,000. The expected inflows are $5,000 per month in the first year, $6,000 per month in the second year and then $7,000 per month thereafter. What is the payback period?",,,"[Qno: PML_186] >> 5000*12+6000*12+7000*24= $300,000",,,,
,,,,,,,36 months,,,,,
,,,,,,,39 months,,,,,
,,,,,,1,48 months,,,,,
,,,,,,,42 months,,,,,
Radio,CM,0,1,SingleQuestion,Earned value is the measurement of the,,,[Qno: PML_190] >> ,,,,
,,,,,,,Work planned till today,,,,,
,,,,,,1,Work performed till today,,,,,
,,,,,,,Actual spending till today,,,,,
,,,,,,,EAC,,,,,
Radio,CM,0,1,SingleQuestion,Which of the following tells you how much more budget is required to finish the project if everything continues at the current levels of performance?,,,[Qno: PML_195] >> ,,,,
,,,,,,,AC,,,,,
,,,,,,1,ETC at present rate,,,,,
,,,,,,,ETC at budgeted rate,,,,,
,,,,,,,EAC,,,,,
Radio,CM,0,1,SingleQuestion,"You are the project manager for an IT project with an 5 months duration and a Budget at Completion (BAC) = $500,000. After two months you have following input for your status reporting: PV = $300,000, EV = $250,000, AC = $350,000. What do you report as CPI of your project?",,,[Qno: PML_201] >> ,,,,
,,,,,,1,0.71,,,,,
,,,,,,,0.96,,,,,
,,,,,,,1.03,,,,,
,,,,,,,1.05,,,,,
Radio,CM,0,1,SingleQuestion,"You are the project manager for an IT project with an 5 months duration and a Budget at Completion (BAC) = $500,000. After two months you have following input for your status reporting: PV = $300,000, EV = $200,000, AC = $350,000. What do you report as Estimate to Complete (ETC) & Estimate at Completion (EAC)?",,,[Qno: PML_213] >> ,,,,
,,,,,,1,"$525,000, $875,000",,,,,
,,,,,,,"$350,000, $350,000",,,,,
,,,,,,,"$350000, $200,000",,,,,
,,,,,,,"$350,000, $875,000",,,,,
Radio,CM,0,1,SingleQuestion,Project costs are over budget when,,,"[Qno: PML_218] >> CPI <1 means over budget, CPI>1 under budget",,,,
,,,,,,,CPI > 1,,,,,
,,,,,,,CPI < 0,,,,,
,,,,,,,CPI = 1,,,,,
,,,,,,1,CPI < 1,,,,,
Radio,CM,0,1,SingleQuestion,Which of the following is main output of the Determine Budget process?,,,[Qno: PML_225] >> ,,,,
,,,,,,,Risk management plan updates,,,,,
,,,,,,1,Cost performance baseline,,,,,
,,,,,,,Cost estimates,,,,,
,,,,,,,Resource requirements,,,,,
Radio,CM,0,1,SingleQuestion,"You are the project manager for an IT project with an 5 months duration and a Budget at Completion (BAC) = $500,000. After two months you have following input for your status reporting: PV = $300,000, EV = $200,000, AC = $350,000. What do you report as Percent Spent (PS)?",,,[Qno: PML_226] >>  PS= AC / BAC = 350000/500000 = .7,,,,
,,,,,,1, 70%.,,,,,
,,,,,,, 23%.,,,,,
,,,,,,, 25%.,,,,,
,,,,,,, 91%.,,,,,
Radio,CM,0,1,SingleQuestion,"You are a sponsor of a real estate project and your project manager reported you following PV = $200,000, EV = $140,200, AC = $180,00. This tells you what?",,,"[Qno: PML_236] >> CPI= .777, SPI = .7",,,,
,,,,,,1,"Project is over budget, and behind schedule",,,,,
,,,,,,,"Project is over budget, but on time",,,,,
,,,,,,,"Project is under budget, and behind schedule",,,,,
,,,,,,,"Project is under budget, but on time",,,,,
Radio,CM,0,1,SingleQuestion,Which are the elements of PS (percentage spent),,,[Qno: PML_240] >> ,,,,
,,,,,,1,"AC, BAC",,,,,
,,,,,,,"EV, BAC",,,,,
,,,,,,,"PC, BAC",,,,,
,,,,,,,"AV, BAC",,,,,
Radio,CM,0,1,SingleQuestion,Which of the following has influence on bottom-up estimating?,,,[Qno: PML_245] >> ,,,,
,,,,,,1,Complexity and size of the work package,,,,,
,,,,,,,Accuracy of historical information available,,,,,
,,,,,,,Estimating skill of estimator,,,,,
,,,,,,,Stakeholders trust estimating team,,,,,
Radio,CM,0,1,SingleQuestion,Which estimate is not part of 3 point estimate?,,,[Qno: PML_248] >> ,,,,
,,,,,,,Optimistic estimate,,,,,
,,,,,,,Most likely estimate,,,,,
,,,,,,,Pessimistic estimate,,,,,
,,,,,,1,Assumption estimate,,,,,
Radio,CM,0,1,SingleQuestion,What is the formula for  %age complete,,,[Qno: PML_259] >> ,,,,
,,,,,,,AC/BAC,,,,,
,,,,,,,PV/BAC,,,,,
,,,,,,,AV/BAC,,,,,
,,,,,,1,EV/BAC,,,,,
Radio,CM,0,1,SingleQuestion,You are working on a project for which major scope change has occurred due to regulatory requirements. Before these major changes you were doing earn value management. What is the impact of these changes?,,,[Qno: PML_263] >> ,,,,
,,,,,,,EVM should not be used after such an extensive scope change because it will not be effective.,,,,,
,,,,,,1,Update the cost baseline and use the new baseline for further calculations and performance reporting.,,,,,
,,,,,,,Because baseline adjustments is not possible therefore previous data baseline data for EVM reporting.,,,,,
,,,,,,,"Even though baseline adjustments are possible due to any business reasons, but a major change during execution of a project must not be accepted.",,,,,
Radio,CM,0,1,SingleQuestion,"What is the future value of $50,000 invested for 7 years at 12 percent?",,,"[Qno: PML_268] >> FV= Present Value x (1+ rate/100)^years<BR>FV = 50,000 x (1.12) ^ 7",,,,
,,,,,,1,"$ 110,534",,,,,
,,,,,,,"$ 95,450",,,,,
,,,,,,,"$ 99,450",,,,,
,,,,,,,"$ 100,064",,,,,
Radio,CM,0,1,SingleQuestion,You are the project manager for a construction project. You use parametric modeling in your cost estimating for the project. Which one of the following is an example of parametric modeling?,,,[Qno: PML_287] >> ,,,,
,,,,,,1,$250 sq meter,,,,,
,,,,,,,Historical information from a similar project.,,,,,
,,,,,,,Estimates build bottom-up based on the WBS.,,,,,
,,,,,,,Estimates based on top-down budgeting.,,,,,
Radio,CM,0,1,SingleQuestion,"You are the project manager for an IT Project with an 8 months duration and a Budget at Completion (BAC) = $500,000. After four months you have following input for your status reporting: PV = $300,000, EV = $250,000, AC = $310,000. What do you report as Schedule Performance Index (SPI)?",,,[Qno: PML_293] >> ,,,,
,,,,,,,0.81,,,,,
,,,,,,,0.91,,,,,
,,,,,,1,0.84,,,,,
,,,,,,,1.03,,,,,
Radio,CM,0,1,SingleQuestion,"In your project a machine was purchased for $67,000 and is expected to last for five years in production. At the end of the five years the expected worth of the equipment is $2,000. Using straight-line-depreciation, what us the amount that can be written off each year?",,,[Qno: PML_295] >> ,,,,
,,,,,,,"$ 5,000",,,,,
,,,,,,,"$ 13,800",,,,,
,,,,,,1,"$ 13,000",,,,,
,,,,,,,"$ 13,400",,,,,
Radio,CM,0,1,SingleQuestion,You are performing schedule analysis. The result shows that your project has a schedule overrun. You know this is because the cumulative EV is _______________.,,,[Qno: PML_296] >> ,,,,
,,,,,,,Higher than the cumulative AV.,,,,,
,,,,,,,Lower than the cumulative CPI.,,,,,
,,,,,,,Lower than the cumulative PV.,,,,,
,,,,,,1,Higher than the cumulative PV.,,,,,
Radio,CM,0,1,SingleQuestion,In the report performance process you need to calculate the Variance at Completion (VAC). Which formula do you apply?,,,[Qno: PML_298] >> ,,,,
,,,,,,,BAC-ETC,,,,,
,,,,,,,BAC-EV,,,,,
,,,,,,1,BAC-EAC,,,,,
,,,,,,,BAC-AC,,,,,
Radio,CM,0,1,SingleQuestion,"You are the project manager for an IT Project where:  BAC = $300,000.  PV = $84,000, EV = $81,000, AC = $88,000. At present rate what would be VAC%",,,[Qno: PML_2826] >> ,,,,
,,,,,,, -7.9%.,,,,,
,,,,,,, 3.7%.,,,,,
,,,,,,1, 8.64%.,,,,,
,,,,,,, 5.00%.,,,,,
Radio,CM,0,1,SingleQuestion,"You are the project manager of a project. You have already spent $35,000 of you $85,000 budget. What do you call the $35,000?",,,[Qno: PML_2827] >> ,,,,
,,,,,,,BCWP,,,,,
,,,,,,1,ACWP,,,,,
,,,,,,,BCWS,,,,,
,,,,,,,EV,,,,,
Radio,CM,0,1,SingleQuestion,Which of these EAC formula is not correct,,,[Qno: PML_2828] >> CR (Critical Ratio) = SPI x CPI,,,,
,,,,,,,EAC = BAC/CPI,,,,,
,,,,,,1,EAC = AC + ETC/SPI,,,,,
,,,,,,,EAC = AC + ETC/ CR,,,,,
,,,,,,,EAC = AC + BAC - EV,,,,,
Radio,CM,0,1,SingleQuestion,"You are the project manager for an IT Project where:  BAC = $300,000.  PV = $84,000, EV = $81,000, AC = $88,000. If you have to finish project within BAC what would you report at TCPI",,,[Qno: PML_2831] >> TCPI (at BAC) = (BAC-EV)/(BAC-AC),,,,
,,,,,,1, 1.03,,,,,
,,,,,,, 0.97,,,,,
,,,,,,, 0.92,,,,,
,,,,,,, 0.83,,,,,
Radio,CM,0,1,SingleQuestion,Which one of these is not formula of TCPI calculation,,,[Qno: PML_2832] >> ,,,,
,,,,,,,(BAC-EV)/(EAC-AC),,,,,
,,,,,,,(EAC-EV)/(EAC-AC),,,,,
,,,,,,1,(BAC-EV)/(BAC-AC),,,,,
,,,,,,,All above are TCPI formulae,,,,,
Radio,CM,0,1,SingleQuestion,"You are working on a project for which $120,000 has been approved. In 3 months you have complete 40% of the work for that you spent $60,000. What should be TCPI to complete the project on time and within original budget.",,,"[Qno: PML_2833] >> BAC= $120,000, EV=40% of 120,000=$48,000, AC=$60,000<BR>TCPI (at BAC) = (BAC-EV)/(BAC-AC)",,,,
,,,,,,, 1.10,,,,,
,,,,,,1, 1.20,,,,,
,,,,,,, 0.90,,,,,
,,,,,,, 0.95,,,,,
