View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
Radio,CM,0,1,SingleQuestion,Earned value (EV) refers to,,,[Qno: PML_135] >> ,,,,
,,,,,,1,"The value of the completed amount of work, expressed in units of currency.",,,,,
,,,,,,,"The value of the planned amount of work, expressed in units of currency.",,,,,
,,,,,,,"The value expected in order to complete planned work, expressed in units of currency.",,,,,
,,,,,,,"The value of planned work, expressed in units of equivalent time.",,,,,
Radio,CM,0,1,SingleQuestion,"You are the project manager for an IT project with an 5 months duration and a Budget at Completion (BAC) = $500,000. After two months you have following input for your status reporting: PV = $300,000, EV = $250,000, AC = $350,000. What do you report as Percent Complete(PC)?",,,[Qno: PML_151] >> PC = EV / BAC,,,,
,,,,,,1,50%.,,,,,
,,,,,,,23%.,,,,,
,,,,,,,25%.,,,,,
,,,,,,,30%.,,,,,
Radio,CM,0,1,SingleQuestion,You are requested to provide estimates for an implementation project. Which of the following estimating methods will provide the most accurate estimate?,,,[Qno: PML_157] >> Rough order of magnitude: when you have very small detail about the scope. Top-down estimating: when you have high level of details but detail functionality is not clearly defined. Parametric estimating when you know the amount of work and production rate. Bottom-up estimating: when you have detailed requirements with you.,,,,
,,,,,,,Top-down estimating,,,,,
,,,,,,,Parametric estimating,,,,,
,,,,,,,Rough order of magnitude,,,,,
,,,,,,1,Bottom-up estimating,,,,,
Radio,CM,0,1,SingleQuestion,Which is the formula for ETC,,,[Qno: PML_171] >> ,,,,
,,,,,,,EAC-PV,,,,,
,,,,,,,BAC-EV,,,,,
,,,,,,1,EAC-AC,,,,,
,,,,,,,BAC-AC,,,,,
Radio,CM,0,1,SingleQuestion,The cost baseline is usually changed if,,,[Qno: PML_172] >> Best answer: Cost baseline cannot changed if scope change is not approved.,,,,
,,,,,,1,The revision is the result of an approved scope change.,,,,,
,,,,,,,The time baseline has been changed.,,,,,
,,,,,,,A basis for the original cost estimate was false and the project must be re-estimated.,,,,,
,,,,,,,Significant cost deviations have been reported,,,,,
Radio,CM,0,1,SingleQuestion,Which of these is not required for establishing cost performance baseline?,,,"[Qno: PML_599] >> PMBOK(r) Guide 4th Edition, page 175.",,,,
,,,,,,,Project Schedule,,,,,
,,,,,,1,The Risk breakdown structure and the Risk register.,,,,,
,,,,,,,Basis of estimation,,,,,
,,,,,,,Resource Calendar,,,,,
Radio,CM,0,1,SingleQuestion,"You are running a project which was budgeted based on some Rough order of magnitude (ROM) estimates with a precision of -25% / +75%. While working, when some deliverables are in progress, on the project you found out that these estimates were consistently too low and the budget will not be sufficient to successfully run and finish the project. What should you do? ",,,"[Qno: PML_668] >> PMBOK(r) Guide 4th Edition, page 168.",,,,
,,,,,,,"You shouldn&rsquo;t worry too much, It is quite normal that early estimates are too optimistic and later estimates are too pessimistic but the project costs will finally settle somewhere in between.",,,,,
,,,,,,,Find a contractor who can run the project for you. Set the budget as a price limit during the bidding process and accept only Firm fixed price (FFP) offers which do not exceed this price.,,,,,
,,,,,,,Try to reduce scope and use cheaper material in areas wherever possible in the project. It is not your responsibility that an insufficient budget has been created for the project.,,,,,
,,,,,,1,Bring the issue to your sponsor and discuss how this should be handled. Together with the sponsor develop some guidelines and adhere to the guidelines which describe how budgets will be reviewed and refined periodically.,,,,,
Radio,CM,0,1,SingleQuestion,"Your portfolio has the choice between several projects it could run. But you have limited resource. In order to select projects, the organization assessed their strategic importance, investment requirements, and expected cash inflow from the projects&rsquo; products, services and results. What should the organization assess in addition?",,,"[Qno: PML_678] >> In portfolio level decision making focus should be on benefits from the outcome of the project, business goal alignment, ensure cashflow for the project.",,,,
,,,,,,,The probability of changes to strategic goals.,,,,,
,,,,,,1,The probability of the expected cash inflows.,,,,,
,,,,,,,From what different sources the money is coming,,,,,
,,,,,,,Technical feasibility of the projects,,,,,
Radio,CM,0,1,SingleQuestion,Which is not part of the Earned Value calculations ?,,,[Qno: PML_918] >> Unknown Unknowns in project are managed using management reserve. They are not part of cost performance baseline therefore not part of earned value calculations,,,,
,,,,,,,Project Budget,,,,,
,,,,,,1,Unknown Unknowns,,,,,
,,,,,,,Known Unknowns,,,,,
,,,,,,,Amount of work completed,,,,,
Radio,CM,0,1,SingleQuestion,Which performance measurement tells you that how much more  money is required to finish the project?,,,[Qno: PML_937] >> Estimate to completion calculates how much more of the budget is needed to complete the project.,,,,
,,,,,,,EV,,,,,
,,,,,,1,ETC,,,,,
,,,,,,,EAC,,,,,
,,,,,,,TCPI,,,,,
Radio,CM,0,1,SingleQuestion,"If the Earned Value is equal to Actual Cost, What does it means:",,,"[Qno: PML_970] >> Cost Variance = EV - AC . Therefore if EV = AC, the Cost Variance is zero .",,,,
,,,,,,,There is no schedule variance,,,,,
,,,,,,1,There is no cost variance,,,,,
,,,,,,,Schedule Variance Index is 1,,,,,
,,,,,,,Project is on budget and on schedule,,,,,
Radio,CM,0,1,SingleQuestion,Which is not part of Performance Measurements?,,,"[Qno: PML_973] >> Forecasting, calculating variance and calculating original planned value is required for measuring the performance. Calculating Earn Value is part of cost control. Output of cost control is used for performance measurement.",,,,
,,,,,,1,Calculating Earned Value,,,,,
,,,,,,,Calculating ETC,,,,,
,,,,,,,Calculating Cost Variance,,,,,
,,,,,,,Calculating Planned Value,,,,,
Radio,CM,0,1,SingleQuestion,"You are working on a 12 month assignment to build a website with 4000 pages for $ 1,000,000. You are supposed to spend $ 250,000 every 3 months. After 6 months, you determine that only $ 400,000 of work is completed and cost incurred is $ 800,000. What is the ETC (Atypical)?",,,[Qno: PML_2177] >> ETC (Atypical)= BAC- EV<BR>ETC (Typical) = BAC/CPI,,,,
,,,,,,," $ 2,000,000",,,,,
,,,,,,1,600000,,,,,
,,,,,,," $ 1,000,000",,,,,
,,,,,,,"$ 1,200,000",,,,,
Radio,CM,0,1,SingleQuestion,Make-or-buy decisions measure the cost of both options. What are these two options?,,,[Qno: PML_2321] >> While making make or buy decision you need to consider direction and indirect both type of costs,,,,
,,,,,,,"Tactical, Strategic",,,,,
,,,,,,,"Management, Project",,,,,
,,,,,,1,"Direct, Indirect",,,,,
,,,,,,,"Direct, Management",,,,,
Radio,CM,0,1,SingleQuestion,Three estimates are : Pessimistic (P) : 28 Most Likely (M) : 23 Optimistic (O) : 12. What is activity duration (PERT) ?,,,[Qno: PML_2388] >> PERT= (O + P + 4xM)/6 = (12 + 28 + 4*23 )/6,,,,
,,,,,,1,22,,,,,
,,,,,,,20,,,,,
,,,,,,,18,,,,,
,,,,,,,32,,,,,
Radio,CM,0,1,SingleQuestion,Your boss primarily uses payback period for project selection. Payback period is the:,,,[Qno: PML_2777] >> ,,,,
,,,,,,,Discount Rate on an investment that makes present value of all cash inflows equal to present value of all cash outflows,,,,,
,,,,,,,The duration in which the project gets completed,,,,,
,,,,,,,Number of years for a company to make profits equal to the amount invested,,,,,
,,,,,,1,Number of years for a company to get back the invested amount,,,,,
Radio,CM,0,1,SingleQuestion,"Three projects are being considered to be taken up by the company<BR>Project X has an NPV of $ 25,000<BR>Project Y has an NPV of $ 13,000<BR>Project Z has an NPV of $ 10,000<BR>What is the opportunity cost if project Y is selected?",,,[Qno: PML_2778] >> Opportunity cost is the cost of passing up the next best option.,,,,
,,,,,,,"$ 15,000",,,,,
,,,,,,,"$ 10,000",,,,,
,,,,,,1,"$ 25,000",,,,,
,,,,,,,"$ 12,000",,,,,
Radio,CM,0,1,SingleQuestion,"In your project, the CPI is 1.10 and SPI is 0.75. What could be the potential reason ?",,,"[Qno: PML_2779] >> Option 1 and Option 2 increase the costs but CPI >1 so these two options not possible. Option 3 is known factor and provision of this should be in project plan, secondly it will not cause CPI>1. Only option 4 is possible.",,,,
,,,,,,,The cost of raw materials required increased 18%,,,,,
