View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
Radio,SM,0,1,SingleQuestion,You are managing an IT project and one of the stakeholder asks you that why you consider the scope statement so important in your project management methodology. You answer to this question is-----,,,[Qno: PML_119] >> ,,,,
,,,,,,1,The project scope serves as a reference for all future project decisions.,,,,,
,,,,,,,Project managers must document any changes before approving or declining them.,,,,,
,,,,,,,It is mandatory to consult the plan before authorizing any change.,,,,,
,,,,,,,The project plan and EVM work together to assess the risk involved with proposed changes.,,,,,
Radio,CM,0,1,SingleQuestion,Earned value (EV) refers to,,,[Qno: PML_135] >> ,,,,
,,,,,,1,"The value of the completed amount of work, expressed in units of currency.",,,,,
,,,,,,,"The value of the planned amount of work, expressed in units of currency.",,,,,
,,,,,,,"The value expected in order to complete planned work, expressed in units of currency.",,,,,
,,,,,,,"The value of planned work, expressed in units of equivalent time.",,,,,
Radio,TM,0,1,SingleQuestion,How do you define hard logic?,,,[Qno: PML_150] >> Mandatory Dependency or Hard Logic is natural dependency and that cannot be changed. Like document cannot be reviewed without it is developed.,,,,
,,,,,,,External dependencies,,,,,
,,,,,,,Discretionary dependencies,,,,,
,,,,,,,Preferred dependencies,,,,,
,,,,,,1,Mandatory dependencies,,,,,
Radio,QM,0,1,SingleQuestion,"Activities done repeatedly over a period of time will become more efficient, quality of output increases and will be found to be less demanding by the performing people. This is known as the ___________.",,,[Qno: PML_205] >> ,,,,
,,,,,,,Continuous Improvement Theory,,,,,
,,,,,,,Six-Sigma Theory,,,,,
,,,,,,,Basic Improvement Theory,,,,,
,,,,,,1,Learning Curve Theory,,,,,
Radio,QM,0,1,SingleQuestion,The theory that 85 percent of the cost of quality is a management problem is attributed to which of the following?,,,[Qno: PML_347] >> Deming told Ford that management actions were responsible for 85% of all problems in developing better cars,,,,
,,,,,,,Kaizen,,,,,
,,,,,,,Juran,,,,,
,,,,,,1,Deming,,,,,
,,,,,,,Crosby,,,,,
Radio,QM,0,1,SingleQuestion,You are working on a project and you realize that some services need to be received from outside because your company does not have that competency. Therefore you outsourced the service to a vendor. What is the best choice among below to assure the high quality service from this vendor?,,,[Qno: PML_460] >> ,,,,
,,,,,,,Deliverable inspection,,,,,
,,,,,,,Fixed price contract,,,,,
,,,,,,1,Quality audit,,,,,
,,,,,,,Service level agreement,,,,,
Radio,FW,0,1,SingleQuestion,In a recent meeting of project managers your CEO who is PMP emphasized that A facilitator should…,,,[Qno: PML_534] >> ,,,,
,,,,,,,…be in full control of the discussion and its outcomes.,,,,,
,,,,,,,…always take notes by herself.,,,,,
,,,,,,,…avoid a flip chart Parking lot.,,,,,
,,,,,,1,…give guidance as required without interfering.,,,,,
Radio,RM,0,1,SingleQuestion,"As a project manager in a software project which is currently being initiated, you want to assess high level risks. You should you following?",,,"[Qno: PML_535] >> PMBOK(r) Guide 4th Edition, pages 73 and 284.",,,,
,,,,,,,Develop contingency plans and fallback plans in case the original plan proves wrong.,,,,,
,,,,,,,Identify and analyze risk events using qualitative and quantitative techniques.,,,,,
,,,,,,1,Develop the Project charter and a Risk management plan to start identifying risks based on those and other documents.,,,,,
,,,,,,,Discuss the risks documented in your Risk register with the project key stakeholders.,,,,,
Radio,PM,0,1,SingleQuestion,"In most jurisdictions, a legally required order of formal statements establishing a contract is called",,,[Qno: PML_536] >> ,,,,
,,,,,,1,"Offer, acceptance",,,,,
,,,,,,,"Inquiry, bid, order",,,,,
,,,,,,,"Invitation to treat, offer, PO",,,,,
,,,,,,,"MoU, LoI, final agreement",,,,,
Radio,QM,0,1,SingleQuestion,A Run chart is a useful tool in Quality Control process. It is used to show,,,"[Qno: PML_560] >> PMBOK(r) Guide 4th Edition, page 211.",,,,
,,,,,,,Behavior of data points against control criteria.,,,,,
,,,,,,,Behavior of data points against specifications.,,,,,
,,,,,,1,Patterns and trends in a row of data points.,,,,,
,,,,,,,The error margin of a sample versus a whole population.,,,,,
Radio,COM,0,1,SingleQuestion,You are running a project and the project is responsible for  engineering and implementing a set of business processes. This project involves a many performing organizations including supplier and corporations. During the project you observed a restraining effect of differences between the companies&rsquo; corporate cultures. This corporate culture issue leads to different expectations on how such a project should be handled and due to this frequent misunderstandings between stakeholders are coming on the surface and this is leading to growing degree of distrust and skepticism. What should you try first to integrate these diverse groups stakeholders?,,,"[Qno: PML_655] >> PMBOK(r) Guide 4th Edition, page 194 (last paragraph).",,,,
,,,,,,1,Develop a joint quality policy for the project and seek commitment by all organizations.,,,,,
,,,,,,,"Focus on project work. As a project manager you should not get distracted by these kind of issues, otherwise he will get trapped into the other issues.",,,,,
,,,,,,,Let the problems grow until they are obvious for all. Then escalate them.,,,,,
,,,,,,,Analyze probability and impact of the risks linked with the situation and plan how to respond to them.,,,,,
Radio,QM,0,1,SingleQuestion,What is the purpose of 5 step method?,,,"[Qno: PML_658] >> DMAIC (Define, Measure, Analyse, Improve, Control) is used in Six Sigma",,,,
,,,,,,,Identification of random causes,,,,,
,,,,,,,Identification of special causes,,,,,
,,,,,,,Identification of causes of conflicts,,,,,
,,,,,,1,Root cause analysis,,,,,
Radio,SM,0,1,SingleQuestion,The scope management provides,,,"[Qno: PML_805] >> Project Scope Management KA contains a group of processes which are required to ensure that the project includes all the work required, and only the work required, to complete the project.",,,,
,,,,,,,A basis for future decisions about the project.,,,,,
,,,,,,,A baseline to accomplish verification measures.,,,,,
,,,,,,,A baseline to evaluate potential scope changes.,,,,,
,,,,,,1,All of the above.,,,,,
Radio,SM,0,1,SingleQuestion,Collect Requirements is:,,,[Qno: PML_821] >> Collect Requirements is progressive elaborative process and collects various type of requirement from various stakeholders so that product/service/result can be generated as defined.,,,,
,,,,,,,Developing a plan from major stakeholders,,,,,
,,,,,,,Developing options how to implement the requirement into system,,,,,
,,,,,,,Formalizing acceptance of the project scope,,,,,
,,,,,,1,Developing a written requirement documentation as the basis for future project decisions,,,,,
Radio,PM,0,1,SingleQuestion,Your customer is asking you that we should close the contract tomorrow. What document you need to close the contract?,,,"[Qno: PML_832] >> While closing contract you need Contract documentation, Procurement audits and Formal acceptance and closure.",,,,
,,,,,,,Formal acceptance and closure,,,,,
,,,,,,,Contract documentation,,,,,
,,,,,,,Procurement audits,,,,,
,,,,,,1,All of the above,,,,,
Radio,HM,0,1,SingleQuestion,Key Management skills include,,,[Qno: PML_848] >> All options are key management skills.,,,,
,,,,,,,Communicating,,,,,
,,,,,,,Negotiating,,,,,
,,,,,,,Leading,,,,,
,,,,,,1,All of the above,,,,,
Radio,FW,0,1,SingleQuestion,Constraints do not include,,,"[Qno: PML_859] >> Impacts of local strike is outcome of Constraint ""Political Condition""",,,,
,,,,,,1,Impacts of local strike,,,,,
,,,,,,,Collective bargaining,,,,,
,,,,,,,Organizational structure of the performing organization,,,,,
,,,,,,,Expected staff assignments,,,,,
Radio,CM,0,1,SingleQuestion,You are in mid of project and customer is asking for EAC. How do you calculate Estimate at Completion(EAC)?,,,[Qno: PML_1045] >> ,,,,
,,,,,,,Budgeted Cost(BC) - Actual Cost(AC),,,,,
,,,,,,,Actual Cost(AC) + Budgeted Cost(BC),,,,,
,,,,,,1,Actual Cost(AC) + Estimate to Complete(ETC),,,,,
,,,,,,,Actual Cost(AC) - Planned Value(PV),,,,,
Radio,COM,0,1,SingleQuestion,"Ideally, communication among team members should take place",,,[Qno: PML_1085] >> ,,,,
,,,,,,,Via daily status reports,,,,,
