View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
Radio,CM,0,1,SingleQuestion,Which is not part of Performance Measurements?,,,"[Qno: PML_973] >> Forecasting, calculating variance and calculating original planned value is required for measuring the performance. Calculating Earn Value is part of cost control. Output of cost control is used for performance measurement.",,,,
,,,,,,1,Calculating Earned Value,,,,,
,,,,,,,Calculating ETC,,,,,
,,,,,,,Calculating Cost Variance,,,,,
,,,,,,,Calculating Planned Value,,,,,
Radio,CM,0,1,SingleQuestion,"In your project, CPI = 0.9 and PV = 400, AC = 500, BAC = 900. What will be the EAC if the trend continues?",,,[Qno: PML_1057] >> ,,,,
,,,,,,1,1000,,,,,
,,,,,,,600,,,,,
,,,,,,,512,,,,,
,,,,,,,480,,,,,
Radio,CM,0,1,SingleQuestion,Cost Performance Index (CPI) is ,,,[Qno: PML_1058] >> ,,,,
,,,,,,,Earned Value(EV) / Budgeted Cost(BC),,,,,
,,,,,,,Cost Variance(CV) / Actual Cost(AC),,,,,
,,,,,,1,Earned Value(EV) / Actual Cost(AC),,,,,
,,,,,,,Planned Value(PV) / Budgeted Cost(BC),,,,,
Radio,RM,0,1,SingleQuestion,Which of the following statement is true about Beta & Triangular Distribution,,,[Qno: PML_1130] >> PMBOK(r) Guide 4th Edition Page 298,,,,
,,,,,,,Beta Distribution and Triangular distribution are commonly used in stakeholder analysis,,,,,
,,,,,,,Beta Distribution and Triangular distribution are probability distributions used in Quality control to analyze the defect data,,,,,
,,,,,,1,Beta Distribution and Triangular distribution are probability distributions used in Risk Analysis,,,,,
,,,,,,,Beta Distribution and Triangular distribution are used in Cost Variance Analysis,,,,,
Radio,CM,0,1,SingleQuestion,"Ravi is a project manager of $100,000 project. According to the schedule, Ravi&rsquo;s team should have completed 75% of the work by now. But at the latest status meeting, the team reported that they have actually completed only 50% of the work. The team has spent $75,000 so far on the project. How would you BEST describe this project?",,,"[Qno: PML_1160] >> BAC= $ 100,000 <BR>
PV= $ 75,000<BR>
AC= $ 75,000<BR>
EV= $ 50,000<BR><BR>

CPI= EV/AC = .67<BR>
SPI= EV/PV = .67<BR>
",,,,
,,,,,,,The project is ahead of schedule and within its budget,,,,,
,,,,,,,The project is behind schedule and within its budget,,,,,
,,,,,,,The project is ahead of schedule and over its budget,,,,,
,,,,,,1,The project is behind schedule and over its budget,,,,,
Radio,RM,0,1,SingleQuestion,"Where do you maintain low probability low impact risk, so that you can monitor them from time to time but do not waste much time on those.",,,"[Qno: PML_1167] >> A watchlist is the place to keep risks that don&rsquo;t have a high enough probability or impact to make. But they still need to be monitored. By recording the risk in a watchlist, you will have a reminder to check to be sure that circumstances haven&rsquo;t changed as your project goes on. That should give you enough time to come up with a risk response strategy if circumstances change as time goes on.  ",,,,
,,,,,,,In a trigger,,,,,
,,,,,,,In the Probability and Impact Matrix,,,,,
,,,,,,,In the Monte Carlo analysis report,,,,,
,,,,,,1,On a watchlist,,,,,
Radio,RM,0,1,SingleQuestion,You are working onsite with your customer and you have identified an opportunity to potentially increase the project&rsquo;s value. Which of the following is an example of enhancing that opportunity?,,,"[Qno: PML_1193] >> There are four things you can do with any opportunity. 
1- You can exploit the opportunity by making sure you do everything to take the advantage of it. <BR>
2- You can share the opportunity by working with another company in a way that gives you a win-win situation. <BR>
3- You can enhance the opportunity by figuring out a way to increase its value. <BR>
4- Accept the opportunity as it is and move, if you cannot take advantage of the opportunity
",,,,
,,,,,,,"By forming a partnership with another company, the project&rsquo;s value will increase for both companies",,,,,
,,,,,,1,"By taking additional actions, you increase the potential reward without reducing its probability",,,,,
,,,,,,,"By taking out insurance, you can reduce potential costs to the project",,,,,
,,,,,,,"By documenting the opportunity in the register, you can keep track of it and ensure it gets exploited",,,,,
Radio,RM,0,1,SingleQuestion,A project manager uses a facilitator to gather opinions from experts anonymously. What risk identification tool or technique is being performed?,,,[Qno: PML_1203] >>  The Delphi technique is used  to get opinions and ideas from experts. This technique  uses a facilitator and he questionnaires to ask experts about important project risks. Answer is taken from experts and circulated again among experts anonymously so that experts can give unbiased genuine feedback.,,,,
,,,,,,,Brainstorming,,,,,
,,,,,,,SWOT Analysis,,,,,
,,,,,,,Interviews,,,,,
,,,,,,1,Delphi Technique,,,,,
Radio,RM,0,1,SingleQuestion,Which of the following is NOT a tool or technique of Perform Qualitative Risk Analysis?,,,"[Qno: PML_1216] >> Perform Qualitative Risk Analysis is all about prioritizing each risk based on probability and impact. Perform Quantitative Risk Analysis is about quantitative decision making, EMV analysis is part of it.<BR>

Remember, quantitative means numbers and qualitative means judgments! ",,,,
,,,,,,,Risk urgency assessment,,,,,
,,,,,,,Probability and impact matrix,,,,,
,,,,,,,Risk data quality assessment,,,,,
,,,,,,1,Expected monetary value analysis,,,,,
Radio,RM,0,1,SingleQuestion,"You are project manager of a software project and you have outsourced one component to the subcontractor. Based on the input received in last meeting you found that there is only 30% probability that subcontractor will be able to deliver you the component on time. And if he fail to do so it will cost you $10,000 extra to your engineers to rewrite the component. And $15,000 business will be lost due to delay in project. While discussing this problem with your technical leader he comes up with an idea that similar kind of ready made component is available at some site and using this will save project around $6,000. But there is 60% probability that our team can take the advantage of that. What is the EMV of this risk?",,,"[Qno: PML_1219] >> To calculate the expected monetary value (EMV) of a set of threat and opportunities, multiply each probability by its total cost and add them together. <BR><BR>

Cost of Threat = $10,000+$15,000 = $ 25,000<BR>
Probability of occurring risk 70% (100-30= 70%)<BR>
EMV of this threat = 70% x 25,000 = - $17,500<BR>

Cost of Opportunity = $6,000<BR>
Probability of occurring risk is 60%<BR>
EMV of this opportunity= 60% x 6,000  = 3,600<BR>

Total EMV of risk = -$17,500 + $3,600 = - $13,900<BR>

Cost of a threat is negative, and the cost of an opportunity is positive. ",,,,
,,,,,,1,"- $13,900",,,,,
,,,,,,,$ 6200,,,,,
,,,,,,,- $11175,,,,,
,,,,,,,"$39, 750",,,,,
Radio,RM,0,1,SingleQuestion,You are working on a pharmaceutical project and you identified that due to inefficient distillation process 20% of the chemical would be wasted therefore you ordered extra 22% chemical for the process so that project won&rsquo;t face the delay because of reordering. This is what type of risk response strategy?,,,"[Qno: PML_1224] >> You are taking action to mitigate the impact of risk.  Risk mitigation means taking some sort of action that will minimize the damage, if risk occurs. Or reduce the probability of happening the risk",,,,
,,,,,,,Avoid,,,,,
,,,,,,,Accept,,,,,
,,,,,,1,Mitigate,,,,,
,,,,,,,Transfer,,,,,
Radio,RM,0,1,SingleQuestion,Based on your past experience you know that your subcontractor may not deliver the work on time therefore you decided to assign 2 of your team members to search alternative solution as fall back plan. Which of the following BEST describes this scenario?,,,[Qno: PML_1235] >> Risk mitigation means taking some sort of action that will minimize the damage if risk occurs. Or reduce the probability of happening the risk,,,,
,,,,,,,Transference,,,,,
,,,,,,1,Mitigation,,,,,
,,,,,,,Avoidance,,,,,
,,,,,,,Acceptance,,,,,
Radio,RM,0,1,SingleQuestion,While reviewing your risk register you found a risk that remains even after you have implemented all of your response strategies. What kind of risk is this and what should you do about it?,,,[Qno: PML_1244] >> Residual risks are those that that remain in project even after you have planned and implemented all of your risk response strategies. They don&rsquo;t need any further analysis because you have already planned the most complete response strategy.,,,,
,,,,,,1,It&rsquo;s a residual risk; you cannot do anything of those.,,,,,
,,,,,,,It&rsquo;s a residual risk; you need to plan a response strategy for it,,,,,
,,,,,,,It&rsquo;s a secondary risk; you don&rsquo;t need to worry about it,,,,,
,,,,,,,It is a secondary risk; you should plan for avoidance of this.,,,,,
